STATION,NAME,DATE,TMAX,TMIN,TAVG
USC00041758,"CHULA VISTA, CA US",11/5/2000,74,47,61
USC00041758,"CHULA VISTA, CA US",11/14/2000,64,41,53
USC00041758,"CHULA VISTA, CA US",11/15/2000,64,41,53
USC00041758,"CHULA VISTA, CA US",11/16/2000,64,40,52
USC00041758,"CHULA VISTA, CA US",11/17/2000,72,43,58
USC00041758,"CHULA VISTA, CA US",11/18/2000,71,40,56
USC00041758,"CHULA VISTA, CA US",11/19/2000,78,44,61
USC00041758,"CHULA VISTA, CA US",11/20/2000,81,47,64
USC00041758,"CHULA VISTA, CA US",11/21/2000,73,51,62
USC00041758,"CHULA VISTA, CA US",11/22/2000,64,50,57
USC00041758,"CHULA VISTA, CA US",11/23/2000,66,45,56
USC00041758,"CHULA VISTA, CA US",11/24/2000,65,43,54
USC00041758,"CHULA VISTA, CA US",11/25/2000,68,42,55
USC00041758,"CHULA VISTA, CA US",11/26/2000,73,43,58
USC00041758,"CHULA VISTA, CA US",11/27/2000,69,45,57
USC00041758,"CHULA VISTA, CA US",11/28/2000,65,43,54
USC00041758,"CHULA VISTA, CA US",11/29/2000,66,43,55
USC00041758,"CHULA VISTA, CA US",11/30/2000,65,51,58
USC00041758,"CHULA VISTA, CA US",12/1/2000,64,50,57
USC00041758,"CHULA VISTA, CA US",12/2/2000,63,50,57
USC00041758,"CHULA VISTA, CA US",12/3/2000,64,45,55
USC00041758,"CHULA VISTA, CA US",12/4/2000,77,45,61
USC00041758,"CHULA VISTA, CA US",12/6/2000,73,52,63
USC00041758,"CHULA VISTA, CA US",12/7/2000,74,53,64
USC00041758,"CHULA VISTA, CA US",12/10/2000,69,55,62
USC00041758,"CHULA VISTA, CA US",12/11/2000,67,46,57
USC00041758,"CHULA VISTA, CA US",12/12/2000,67,46,57
USC00041758,"CHULA VISTA, CA US",12/13/2000,63,43,53
USC00041758,"CHULA VISTA, CA US",12/14/2000,65,46,56
USC00041758,"CHULA VISTA, CA US",12/15/2000,65,44,55
USC00041758,"CHULA VISTA, CA US",12/16/2000,78,44,61
USC00041758,"CHULA VISTA, CA US",12/17/2000,78,44,61
USC00041758,"CHULA VISTA, CA US",12/18/2000,83,44,64
USC00041758,"CHULA VISTA, CA US",12/19/2000,79,45,62
USC00041758,"CHULA VISTA, CA US",12/20/2000,73,43,58
USC00041758,"CHULA VISTA, CA US",12/21/2000,63,40,52
USC00041758,"CHULA VISTA, CA US",12/22/2000,64,41,53
USC00041758,"CHULA VISTA, CA US",12/23/2000,62,39,51
USC00041758,"CHULA VISTA, CA US",12/24/2000,62,39,51
USC00041758,"CHULA VISTA, CA US",12/25/2000,75,41,58
USC00041758,"CHULA VISTA, CA US",12/26/2000,73,42,58
USC00041758,"CHULA VISTA, CA US",12/27/2000,76,42,59
USC00041758,"CHULA VISTA, CA US",12/28/2000,69,43,56
USC00041758,"CHULA VISTA, CA US",12/30/2000,78,43,61
USC00041758,"CHULA VISTA, CA US",12/31/2000,71,40,56
USC00041758,"CHULA VISTA, CA US",1/1/2001,72,40,56
USC00041758,"CHULA VISTA, CA US",1/2/2001,73,40,57
USC00041758,"CHULA VISTA, CA US",1/3/2001,78,40,59
USC00041758,"CHULA VISTA, CA US",1/4/2001,82,40,61
USC00041758,"CHULA VISTA, CA US",1/5/2001,73,51,62
USC00041758,"CHULA VISTA, CA US",1/6/2001,68,50,59
USC00041758,"CHULA VISTA, CA US",1/7/2001,71,43,57
USC00041758,"CHULA VISTA, CA US",1/9/2001,63,49,56
USC00041758,"CHULA VISTA, CA US",1/10/2001,63,47,55
USC00041758,"CHULA VISTA, CA US",1/11/2001,59,48,54
USC00041758,"CHULA VISTA, CA US",1/12/2001,57,45,51
USC00041758,"CHULA VISTA, CA US",1/13/2001,63,43,53
USC00041758,"CHULA VISTA, CA US",1/14/2001,63,41,52
USC00041758,"CHULA VISTA, CA US",1/15/2001,62,41,52
USC00041758,"CHULA VISTA, CA US",1/16/2001,63,40,52
USC00041758,"CHULA VISTA, CA US",1/17/2001,63,37,50
USC00041758,"CHULA VISTA, CA US",1/18/2001,63,36,50
USC00041758,"CHULA VISTA, CA US",1/19/2001,69,40,55
USC00041758,"CHULA VISTA, CA US",1/20/2001,72,43,58
USC00041758,"CHULA VISTA, CA US",1/21/2001,70,42,56
USC00041758,"CHULA VISTA, CA US",1/22/2001,64,45,55
USC00041758,"CHULA VISTA, CA US",1/23/2001,65,42,54
USC00041758,"CHULA VISTA, CA US",1/24/2001,59,42,51
USC00041758,"CHULA VISTA, CA US",1/25/2001,61,42,52
USC00041758,"CHULA VISTA, CA US",1/26/2001,61,42,52
USC00041758,"CHULA VISTA, CA US",1/27/2001,57,42,50
USC00041758,"CHULA VISTA, CA US",1/28/2001,60,42,51
USC00041758,"CHULA VISTA, CA US",1/29/2001,61,42,52
USC00041758,"CHULA VISTA, CA US",1/30/2001,65,41,53
USC00041758,"CHULA VISTA, CA US",1/31/2001,66,40,53
USC00041758,"CHULA VISTA, CA US",2/1/2001,70,38,54
USC00041758,"CHULA VISTA, CA US",2/2/2001,73,43,58
USC00041758,"CHULA VISTA, CA US",2/3/2001,85,47,66
USC00041758,"CHULA VISTA, CA US",2/4/2001,87,53,70
USC00041758,"CHULA VISTA, CA US",2/5/2001,87,53,70
USC00041758,"CHULA VISTA, CA US",2/6/2001,71,48,60
USC00041758,"CHULA VISTA, CA US",2/7/2001,71,48,60
USC00041758,"CHULA VISTA, CA US",2/8/2001,59,38,49
USC00041758,"CHULA VISTA, CA US",2/9/2001,60,40,50
USC00041758,"CHULA VISTA, CA US",2/10/2001,59,40,50
USC00041758,"CHULA VISTA, CA US",2/11/2001,61,43,52
USC00041758,"CHULA VISTA, CA US",2/12/2001,62,48,55
USC00041758,"CHULA VISTA, CA US",2/13/2001,58,47,53
USC00041758,"CHULA VISTA, CA US",2/16/2001,67,40,54
USC00041758,"CHULA VISTA, CA US",2/17/2001,71,46,59
USC00041758,"CHULA VISTA, CA US",2/18/2001,65,44,55
USC00041758,"CHULA VISTA, CA US",2/19/2001,66,44,55
USC00041758,"CHULA VISTA, CA US",2/20/2001,65,44,55
USC00041758,"CHULA VISTA, CA US",2/21/2001,70,45,58
USC00041758,"CHULA VISTA, CA US",2/22/2001,61,45,53
USC00041758,"CHULA VISTA, CA US",2/23/2001,58,45,52
USC00041758,"CHULA VISTA, CA US",2/24/2001,57,39,48
USC00041758,"CHULA VISTA, CA US",2/25/2001,56,51,54
USC00041758,"CHULA VISTA, CA US",2/26/2001,61,50,56
USC00041758,"CHULA VISTA, CA US",2/27/2001,62,49,56
USC00041758,"CHULA VISTA, CA US",2/28/2001,59,45,52
USC00041758,"CHULA VISTA, CA US",3/1/2001,64,44,54
USC00041758,"CHULA VISTA, CA US",3/2/2001,61,43,52
USC00041758,"CHULA VISTA, CA US",3/3/2001,63,51,57
USC00041758,"CHULA VISTA, CA US",3/4/2001,61,50,56
USC00041758,"CHULA VISTA, CA US",3/5/2001,70,47,59
USC00041758,"CHULA VISTA, CA US",3/6/2001,67,53,60
USC00041758,"CHULA VISTA, CA US",3/7/2001,62,49,56
USC00041758,"CHULA VISTA, CA US",3/8/2001,65,46,56
USC00041758,"CHULA VISTA, CA US",3/9/2001,61,55,58
USC00041758,"CHULA VISTA, CA US",3/10/2001,62,50,56
USC00041758,"CHULA VISTA, CA US",3/11/2001,63,50,57
USC00041758,"CHULA VISTA, CA US",3/12/2001,67,48,58
USC00041758,"CHULA VISTA, CA US",3/13/2001,65,45,55
USC00041758,"CHULA VISTA, CA US",3/14/2001,64,47,56
USC00041758,"CHULA VISTA, CA US",3/15/2001,64,55,60
USC00041758,"CHULA VISTA, CA US",3/16/2001,64,52,58
USC00041758,"CHULA VISTA, CA US",3/17/2001,66,49,58
USC00041758,"CHULA VISTA, CA US",3/18/2001,77,48,63
USC00041758,"CHULA VISTA, CA US",3/19/2001,86,49,68
USC00041758,"CHULA VISTA, CA US",3/20/2001,80,53,67
USC00041758,"CHULA VISTA, CA US",3/21/2001,64,56,60
USC00041758,"CHULA VISTA, CA US",3/22/2001,66,56,61
USC00041758,"CHULA VISTA, CA US",3/23/2001,67,56,62
USC00041758,"CHULA VISTA, CA US",3/24/2001,66,56,61
USC00041758,"CHULA VISTA, CA US",3/25/2001,70,56,63
USC00041758,"CHULA VISTA, CA US",3/26/2001,65,57,61
USC00041758,"CHULA VISTA, CA US",3/27/2001,66,51,59
USC00041758,"CHULA VISTA, CA US",3/28/2001,65,56,61
USC00041758,"CHULA VISTA, CA US",3/29/2001,63,57,60
USC00041758,"CHULA VISTA, CA US",3/30/2001,68,57,63
USC00041758,"CHULA VISTA, CA US",3/31/2001,66,59,63
USC00041758,"CHULA VISTA, CA US",4/1/2001,67,58,63
USC00041758,"CHULA VISTA, CA US",4/2/2001,66,56,61
USC00041758,"CHULA VISTA, CA US",4/3/2001,62,55,59
USC00041758,"CHULA VISTA, CA US",4/4/2001,61,53,57
USC00041758,"CHULA VISTA, CA US",4/5/2001,62,50,56
USC00041758,"CHULA VISTA, CA US",4/6/2001,62,49,56
USC00041758,"CHULA VISTA, CA US",4/7/2001,63,49,56
USC00041758,"CHULA VISTA, CA US",4/8/2001,63,47,55
USC00041758,"CHULA VISTA, CA US",4/9/2001,61,44,53
USC00041758,"CHULA VISTA, CA US",4/10/2001,62,43,53
USC00041758,"CHULA VISTA, CA US",4/11/2001,62,49,56
USC00041758,"CHULA VISTA, CA US",4/12/2001,65,53,59
USC00041758,"CHULA VISTA, CA US",4/13/2001,72,47,60
USC00041758,"CHULA VISTA, CA US",4/14/2001,66,50,58
USC00041758,"CHULA VISTA, CA US",4/15/2001,67,47,57
USC00041758,"CHULA VISTA, CA US",4/16/2001,70,47,59
USC00041758,"CHULA VISTA, CA US",4/17/2001,74,48,61
USC00041758,"CHULA VISTA, CA US",4/18/2001,68,53,61
USC00041758,"CHULA VISTA, CA US",4/19/2001,68,55,62
USC00041758,"CHULA VISTA, CA US",4/22/2001,65,44,55
USC00041758,"CHULA VISTA, CA US",4/23/2001,79,49,64
USC00041758,"CHULA VISTA, CA US",4/24/2001,86,54,70
USC00041758,"CHULA VISTA, CA US",4/26/2001,65,46,56
USC00041758,"CHULA VISTA, CA US",4/27/2001,65,56,61
USC00041758,"CHULA VISTA, CA US",4/28/2001,64,56,60
USC00041758,"CHULA VISTA, CA US",4/29/2001,65,53,59
USC00041758,"CHULA VISTA, CA US",4/30/2001,65,58,62
USC00041758,"CHULA VISTA, CA US",5/1/2001,68,57,63
USC00041758,"CHULA VISTA, CA US",5/2/2001,63,55,59
USC00041758,"CHULA VISTA, CA US",5/3/2001,70,54,62
USC00041758,"CHULA VISTA, CA US",5/4/2001,68,54,61
USC00041758,"CHULA VISTA, CA US",5/5/2001,69,51,60
USC00041758,"CHULA VISTA, CA US",5/6/2001,69,51,60
USC00041758,"CHULA VISTA, CA US",5/7/2001,77,56,67
USC00041758,"CHULA VISTA, CA US",5/8/2001,76,56,66
USC00041758,"CHULA VISTA, CA US",5/9/2001,68,56,62
USC00041758,"CHULA VISTA, CA US",5/10/2001,67,60,64
USC00041758,"CHULA VISTA, CA US",5/11/2001,66,59,63
USC00041758,"CHULA VISTA, CA US",5/12/2001,66,60,63
USC00041758,"CHULA VISTA, CA US",5/13/2001,68,59,64
USC00041758,"CHULA VISTA, CA US",5/14/2001,69,59,64
USC00041758,"CHULA VISTA, CA US",5/16/2001,67,60,64
USC00041758,"CHULA VISTA, CA US",5/17/2001,69,58,64
USC00041758,"CHULA VISTA, CA US",5/18/2001,70,59,65
USC00041758,"CHULA VISTA, CA US",5/19/2001,68,59,64
USC00041758,"CHULA VISTA, CA US",5/20/2001,73,67,70
USC00041758,"CHULA VISTA, CA US",5/21/2001,72,60,66
USC00041758,"CHULA VISTA, CA US",5/22/2001,75,62,69
USC00041758,"CHULA VISTA, CA US",5/23/2001,73,62,68
USC00041758,"CHULA VISTA, CA US",5/24/2001,70,60,65
USC00041758,"CHULA VISTA, CA US",5/25/2001,68,62,65
USC00041758,"CHULA VISTA, CA US",5/26/2001,64,60,62
USC00041758,"CHULA VISTA, CA US",5/27/2001,64,60,62
USC00041758,"CHULA VISTA, CA US",5/29/2001,73,57,65
USC00041758,"CHULA VISTA, CA US",5/30/2001,68,61,65
USC00041758,"CHULA VISTA, CA US",5/31/2001,71,59,65
USC00041758,"CHULA VISTA, CA US",6/1/2001,67,61,64
USC00041758,"CHULA VISTA, CA US",6/2/2001,66,61,64
USC00041758,"CHULA VISTA, CA US",6/3/2001,68,59,64
USC00041758,"CHULA VISTA, CA US",6/4/2001,69,60,65
USC00041758,"CHULA VISTA, CA US",6/5/2001,69,68,69
USC00041758,"CHULA VISTA, CA US",6/6/2001,71,61,66
USC00041758,"CHULA VISTA, CA US",6/7/2001,70,59,65
USC00041758,"CHULA VISTA, CA US",6/8/2001,70,60,65
USC00041758,"CHULA VISTA, CA US",6/9/2001,72,63,68
USC00041758,"CHULA VISTA, CA US",6/10/2001,69,61,65
USC00041758,"CHULA VISTA, CA US",6/11/2001,70,62,66
USC00041758,"CHULA VISTA, CA US",6/12/2001,69,61,65
USC00041758,"CHULA VISTA, CA US",6/13/2001,70,61,66
USC00041758,"CHULA VISTA, CA US",6/14/2001,72,56,64
USC00041758,"CHULA VISTA, CA US",6/15/2001,72,59,66
USC00041758,"CHULA VISTA, CA US",6/16/2001,72,59,66
USC00041758,"CHULA VISTA, CA US",6/17/2001,76,60,68
USC00041758,"CHULA VISTA, CA US",6/18/2001,74,59,67
USC00041758,"CHULA VISTA, CA US",6/19/2001,75,60,68
USC00041758,"CHULA VISTA, CA US",6/20/2001,75,62,69
USC00041758,"CHULA VISTA, CA US",6/21/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",6/22/2001,80,62,71
USC00041758,"CHULA VISTA, CA US",6/23/2001,81,64,73
USC00041758,"CHULA VISTA, CA US",6/24/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",6/25/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",6/26/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",6/27/2001,79,60,70
USC00041758,"CHULA VISTA, CA US",6/28/2001,80,59,70
USC00041758,"CHULA VISTA, CA US",6/29/2001,78,64,71
USC00041758,"CHULA VISTA, CA US",6/30/2001,73,62,68
USC00041758,"CHULA VISTA, CA US",7/1/2001,73,62,68
USC00041758,"CHULA VISTA, CA US",7/2/2001,75,65,70
USC00041758,"CHULA VISTA, CA US",7/3/2001,83,65,74
USC00041758,"CHULA VISTA, CA US",7/4/2001,82,65,74
USC00041758,"CHULA VISTA, CA US",7/5/2001,78,68,73
USC00041758,"CHULA VISTA, CA US",7/6/2001,75,68,72
USC00041758,"CHULA VISTA, CA US",7/7/2001,80,64,72
USC00041758,"CHULA VISTA, CA US",7/8/2001,79,65,72
USC00041758,"CHULA VISTA, CA US",7/9/2001,79,65,72
USC00041758,"CHULA VISTA, CA US",7/10/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",7/11/2001,75,61,68
USC00041758,"CHULA VISTA, CA US",7/12/2001,76,63,70
USC00041758,"CHULA VISTA, CA US",7/13/2001,75,63,69
USC00041758,"CHULA VISTA, CA US",7/14/2001,71,62,67
USC00041758,"CHULA VISTA, CA US",7/15/2001,70,61,66
USC00041758,"CHULA VISTA, CA US",7/16/2001,71,62,67
USC00041758,"CHULA VISTA, CA US",7/18/2001,73,62,68
USC00041758,"CHULA VISTA, CA US",7/19/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",7/20/2001,73,63,68
USC00041758,"CHULA VISTA, CA US",7/21/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",7/22/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",7/23/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",7/24/2001,73,63,68
USC00041758,"CHULA VISTA, CA US",7/25/2001,73,63,68
USC00041758,"CHULA VISTA, CA US",7/26/2001,75,63,69
USC00041758,"CHULA VISTA, CA US",7/27/2001,75,66,71
USC00041758,"CHULA VISTA, CA US",7/28/2001,75,63,69
USC00041758,"CHULA VISTA, CA US",7/29/2001,74,59,67
USC00041758,"CHULA VISTA, CA US",7/30/2001,73,57,65
USC00041758,"CHULA VISTA, CA US",7/31/2001,75,64,70
USC00041758,"CHULA VISTA, CA US",8/1/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",8/2/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",8/3/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",8/4/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",8/5/2001,75,64,70
USC00041758,"CHULA VISTA, CA US",8/6/2001,77,61,69
USC00041758,"CHULA VISTA, CA US",8/7/2001,77,67,72
USC00041758,"CHULA VISTA, CA US",8/8/2001,75,66,71
USC00041758,"CHULA VISTA, CA US",8/9/2001,76,66,71
USC00041758,"CHULA VISTA, CA US",8/11/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",8/12/2001,72,66,69
USC00041758,"CHULA VISTA, CA US",8/13/2001,80,65,73
USC00041758,"CHULA VISTA, CA US",8/14/2001,80,67,74
USC00041758,"CHULA VISTA, CA US",8/15/2001,78,65,72
USC00041758,"CHULA VISTA, CA US",8/16/2001,77,65,71
USC00041758,"CHULA VISTA, CA US",8/17/2001,79,67,73
USC00041758,"CHULA VISTA, CA US",8/18/2001,77,62,70
USC00041758,"CHULA VISTA, CA US",8/19/2001,77,66,72
USC00041758,"CHULA VISTA, CA US",8/20/2001,77,66,72
USC00041758,"CHULA VISTA, CA US",8/21/2001,72,65,69
USC00041758,"CHULA VISTA, CA US",8/22/2001,72,62,67
USC00041758,"CHULA VISTA, CA US",8/23/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",8/24/2001,75,61,68
USC00041758,"CHULA VISTA, CA US",8/25/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",8/26/2001,73,62,68
USC00041758,"CHULA VISTA, CA US",8/27/2001,73,63,68
USC00041758,"CHULA VISTA, CA US",8/29/2001,73,66,70
USC00041758,"CHULA VISTA, CA US",8/30/2001,74,66,70
USC00041758,"CHULA VISTA, CA US",8/31/2001,74,62,68
USC00041758,"CHULA VISTA, CA US",9/1/2001,77,61,69
USC00041758,"CHULA VISTA, CA US",9/2/2001,76,61,69
USC00041758,"CHULA VISTA, CA US",9/3/2001,75,66,71
USC00041758,"CHULA VISTA, CA US",9/4/2001,79,66,73
USC00041758,"CHULA VISTA, CA US",9/5/2001,75,65,70
USC00041758,"CHULA VISTA, CA US",9/6/2001,71,62,67
USC00041758,"CHULA VISTA, CA US",9/7/2001,70,62,66
USC00041758,"CHULA VISTA, CA US",9/8/2001,71,61,66
USC00041758,"CHULA VISTA, CA US",9/10/2001,74,61,68
USC00041758,"CHULA VISTA, CA US",9/11/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",9/12/2001,75,61,68
USC00041758,"CHULA VISTA, CA US",9/13/2001,74,59,67
USC00041758,"CHULA VISTA, CA US",9/14/2001,78,60,69
USC00041758,"CHULA VISTA, CA US",9/15/2001,73,60,67
USC00041758,"CHULA VISTA, CA US",9/16/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",9/17/2001,74,62,68
USC00041758,"CHULA VISTA, CA US",9/18/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",9/19/2001,74,64,69
USC00041758,"CHULA VISTA, CA US",9/20/2001,74,63,69
USC00041758,"CHULA VISTA, CA US",9/21/2001,76,61,69
USC00041758,"CHULA VISTA, CA US",9/22/2001,76,59,68
USC00041758,"CHULA VISTA, CA US",9/23/2001,76,59,68
USC00041758,"CHULA VISTA, CA US",9/24/2001,81,57,69
USC00041758,"CHULA VISTA, CA US",9/25/2001,86,52,69
USC00041758,"CHULA VISTA, CA US",9/26/2001,83,61,72
USC00041758,"CHULA VISTA, CA US",9/27/2001,70,60,65
USC00041758,"CHULA VISTA, CA US",9/28/2001,74,60,67
USC00041758,"CHULA VISTA, CA US",9/29/2001,76,55,66
USC00041758,"CHULA VISTA, CA US",10/1/2001,86,60,73
USC00041758,"CHULA VISTA, CA US",10/2/2001,73,64,69
USC00041758,"CHULA VISTA, CA US",10/3/2001,74,62,68
USC00041758,"CHULA VISTA, CA US",10/4/2001,75,63,69
USC00041758,"CHULA VISTA, CA US",10/5/2001,68,63,66
USC00041758,"CHULA VISTA, CA US",10/6/2001,70,61,66
USC00041758,"CHULA VISTA, CA US",10/7/2001,72,63,68
USC00041758,"CHULA VISTA, CA US",10/8/2001,72,63,68
USC00041758,"CHULA VISTA, CA US",10/9/2001,69,62,66
USC00041758,"CHULA VISTA, CA US",10/10/2001,74,60,67
USC00041758,"CHULA VISTA, CA US",10/11/2001,74,59,67
USC00041758,"CHULA VISTA, CA US",10/12/2001,74,57,66
USC00041758,"CHULA VISTA, CA US",10/13/2001,87,55,71
USC00041758,"CHULA VISTA, CA US",10/14/2001,86,55,71
USC00041758,"CHULA VISTA, CA US",10/16/2001,78,55,67
USC00041758,"CHULA VISTA, CA US",10/17/2001,75,57,66
USC00041758,"CHULA VISTA, CA US",10/18/2001,75,51,63
USC00041758,"CHULA VISTA, CA US",10/19/2001,75,54,65
USC00041758,"CHULA VISTA, CA US",10/20/2001,75,59,67
USC00041758,"CHULA VISTA, CA US",10/21/2001,75,60,68
USC00041758,"CHULA VISTA, CA US",10/22/2001,71,60,66
USC00041758,"CHULA VISTA, CA US",10/23/2001,69,61,65
USC00041758,"CHULA VISTA, CA US",10/24/2001,69,61,65
USC00041758,"CHULA VISTA, CA US",10/25/2001,73,53,63
USC00041758,"CHULA VISTA, CA US",10/26/2001,73,56,65
USC00041758,"CHULA VISTA, CA US",10/28/2001,73,55,64
USC00041758,"CHULA VISTA, CA US",10/29/2001,76,55,66
USC00041758,"CHULA VISTA, CA US",10/30/2001,75,55,65
USC00041758,"CHULA VISTA, CA US",10/31/2001,73,55,64
USC00041758,"CHULA VISTA, CA US",11/1/2001,73,43,58
USC00041758,"CHULA VISTA, CA US",11/2/2001,70,43,57
USC00041758,"CHULA VISTA, CA US",11/3/2001,72,58,65
USC00041758,"CHULA VISTA, CA US",11/6/2001,63,60,62
USC00041758,"CHULA VISTA, CA US",11/7/2001,63,60,62
USC00041758,"CHULA VISTA, CA US",11/8/2001,76,52,64
USC00041758,"CHULA VISTA, CA US",11/9/2001,67,58,63
USC00041758,"CHULA VISTA, CA US",11/10/2001,68,57,63
USC00041758,"CHULA VISTA, CA US",11/12/2001,68,57,63
USC00041758,"CHULA VISTA, CA US",11/13/2001,69,56,63
USC00041758,"CHULA VISTA, CA US",11/14/2001,72,48,60
USC00041758,"CHULA VISTA, CA US",11/15/2001,71,49,60
USC00041758,"CHULA VISTA, CA US",11/16/2001,75,48,62
USC00041758,"CHULA VISTA, CA US",11/17/2001,71,51,61
USC00041758,"CHULA VISTA, CA US",11/18/2001,74,51,63
USC00041758,"CHULA VISTA, CA US",11/19/2001,74,48,61
USC00041758,"CHULA VISTA, CA US",11/20/2001,78,48,63
USC00041758,"CHULA VISTA, CA US",11/21/2001,74,50,62
USC00041758,"CHULA VISTA, CA US",11/22/2001,74,50,62
USC00041758,"CHULA VISTA, CA US",11/23/2001,74,50,62
USC00041758,"CHULA VISTA, CA US",11/24/2001,65,49,57
USC00041758,"CHULA VISTA, CA US",11/25/2001,65,48,57
USC00041758,"CHULA VISTA, CA US",11/26/2001,65,47,56
USC00041758,"CHULA VISTA, CA US",11/27/2001,65,41,53
USC00041758,"CHULA VISTA, CA US",11/28/2001,67,39,53
USC00041758,"CHULA VISTA, CA US",11/29/2001,60,42,51
USC00041758,"CHULA VISTA, CA US",11/30/2001,65,36,51
USC00041758,"CHULA VISTA, CA US",12/1/2001,67,42,55
USC00041758,"CHULA VISTA, CA US",12/3/2001,63,53,58
USC00041758,"CHULA VISTA, CA US",12/4/2001,64,46,55
USC00041758,"CHULA VISTA, CA US",12/5/2001,66,40,53
USC00041758,"CHULA VISTA, CA US",12/6/2001,71,43,57
USC00041758,"CHULA VISTA, CA US",12/7/2001,80,45,63
USC00041758,"CHULA VISTA, CA US",12/8/2001,77,48,63
USC00041758,"CHULA VISTA, CA US",12/9/2001,72,44,58
USC00041758,"CHULA VISTA, CA US",12/11/2001,63,43,53
USC00041758,"CHULA VISTA, CA US",12/12/2001,64,43,54
USC00041758,"CHULA VISTA, CA US",12/13/2001,64,34,49
USC00041758,"CHULA VISTA, CA US",12/15/2001,61,41,51
USC00041758,"CHULA VISTA, CA US",12/16/2001,64,36,50
USC00041758,"CHULA VISTA, CA US",12/17/2001,66,38,52
USC00041758,"CHULA VISTA, CA US",12/18/2001,64,39,52
USC00041758,"CHULA VISTA, CA US",12/19/2001,72,40,56
USC00041758,"CHULA VISTA, CA US",12/20/2001,65,39,52
USC00041758,"CHULA VISTA, CA US",12/21/2001,60,49,55
USC00041758,"CHULA VISTA, CA US",12/22/2001,64,42,53
USC00041758,"CHULA VISTA, CA US",12/24/2001,65,41,53
USC00041758,"CHULA VISTA, CA US",12/25/2001,71,41,56
USC00041758,"CHULA VISTA, CA US",12/27/2001,72,40,56
USC00041758,"CHULA VISTA, CA US",12/28/2001,67,45,56
USC00041758,"CHULA VISTA, CA US",12/29/2001,67,45,56
USC00041758,"CHULA VISTA, CA US",12/30/2001,65,56,61
USC00041758,"CHULA VISTA, CA US",12/31/2001,65,54,60
USC00041758,"CHULA VISTA, CA US",1/2/2002,65,48,57
USC00041758,"CHULA VISTA, CA US",1/3/2002,66,53,60
USC00041758,"CHULA VISTA, CA US",1/4/2002,67,49,58
USC00041758,"CHULA VISTA, CA US",1/7/2002,79,45,62
USC00041758,"CHULA VISTA, CA US",1/8/2002,76,48,62
USC00041758,"CHULA VISTA, CA US",1/9/2002,62,53,58
USC00041758,"CHULA VISTA, CA US",1/10/2002,68,46,57
USC00041758,"CHULA VISTA, CA US",1/11/2002,78,41,60
USC00041758,"CHULA VISTA, CA US",1/12/2002,80,45,63
USC00041758,"CHULA VISTA, CA US",1/13/2002,71,38,55
USC00041758,"CHULA VISTA, CA US",1/14/2002,71,38,55
USC00041758,"CHULA VISTA, CA US",1/15/2002,60,52,56
USC00041758,"CHULA VISTA, CA US",1/16/2002,62,51,57
USC00041758,"CHULA VISTA, CA US",1/17/2002,66,41,54
USC00041758,"CHULA VISTA, CA US",1/18/2002,64,40,52
USC00041758,"CHULA VISTA, CA US",1/19/2002,65,40,53
USC00041758,"CHULA VISTA, CA US",1/20/2002,64,37,51
USC00041758,"CHULA VISTA, CA US",1/21/2002,64,40,52
USC00041758,"CHULA VISTA, CA US",1/22/2002,64,38,51
USC00041758,"CHULA VISTA, CA US",1/23/2002,65,45,55
USC00041758,"CHULA VISTA, CA US",1/25/2002,72,35,54
USC00041758,"CHULA VISTA, CA US",1/26/2002,69,39,54
USC00041758,"CHULA VISTA, CA US",1/27/2002,68,38,53
USC00041758,"CHULA VISTA, CA US",1/28/2002,60,49,55
USC00041758,"CHULA VISTA, CA US",1/29/2002,56,41,49
USC00041758,"CHULA VISTA, CA US",1/30/2002,58,35,47
USC00041758,"CHULA VISTA, CA US",1/31/2002,61,35,48
USC00041758,"CHULA VISTA, CA US",2/1/2002,62,34,48
USC00041758,"CHULA VISTA, CA US",2/2/2002,64,35,50
USC00041758,"CHULA VISTA, CA US",2/3/2002,68,34,51
USC00041758,"CHULA VISTA, CA US",2/4/2002,70,40,55
USC00041758,"CHULA VISTA, CA US",2/5/2002,72,38,55
USC00041758,"CHULA VISTA, CA US",2/6/2002,66,38,52
USC00041758,"CHULA VISTA, CA US",2/7/2002,66,37,52
USC00041758,"CHULA VISTA, CA US",2/8/2002,66,43,55
USC00041758,"CHULA VISTA, CA US",2/9/2002,77,43,60
